trade_date,qfq_factor
2024-03-28,0.9679411233157292
2024-03-29,0.9679931836407376
2024-04-01,0.967855273225144
2024-04-02,0.967941445195233
2024-04-03,0.9680313178946526
2024-04-08,0.9680722349435539
2024-04-09,0.9681130473860288
2024-04-10,0.9680623349603905
2024-04-11,0.9678403803154524
2024-04-12,0.9679482031720539
2024-04-15,0.9679301755654655
2024-04-16,0.9680313178946526
2024-04-17,0.9680450751586237
2024-04-18,0.9682206341939208
2024-04-19,0.9683146112015241
2024-04-22,0.9684498636417533
2024-04-23,0.9686481285102706
2024-04-24,0.9682670615477883
2024-04-25,0.9681553436789405
2024-04-26,0.9680204316690871
2024-04-29,0.9676491149859675
2024-04-30,0.9678914766099513
2024-05-06,0.967811851045384
2024-05-07,0.9679478814282416
2024-05-08,0.9680076148489554
2024-05-09,0.9678872786153212
2024-05-10,0.967773841604344
2024-05-13,0.9679568878139833
2024-05-14,0.9679880494064806
2024-05-15,0.9679063222434415
2024-05-16,0.9678011395149497
2024-05-17,0.9677357422901257
2024-05-20,0.9677998406631639
2024-05-21,0.9677572452792084
2024-05-22,0.967780670420375
2024-05-23,0.9678662721655295
2024-05-24,0.9678384367445608
2024-05-27,0.9678633614138913
2024-05-28,0.9679671746305641
2024-05-29,0.9680505108115951
2024-05-30,0.968101579436358
2024-05-31,0.9678740315927156
2024-06-03,0.9679475596779699
2024-06-04,0.9679716730362212
2024-06-05,0.9680377180952763
2024-06-06,0.968037398146109
2024-06-07,0.968105403002667
2024-06-11,0.9681613768484448
2024-06-12,0.968120051519115
2024-06-13,0.9681880224367596
2024-06-14,0.9682913265407456
2024-06-17,0.9683535521725342
2024-06-18,0.9684884730775304
2024-06-19,0.9684850518669128
2024-06-20,0.9686092923573015
2024-06-21,0.9684377007858448
2024-06-24,0.9685978698085188
2024-06-25,0.9687178532590061
2024-06-26,0.9687172402982297
2024-06-27,0.9688073932241804
2024-06-28,0.9689052061624758
2024-07-01,0.9685731439651185
2024-07-02,0.9686373503324853
2024-07-03,0.9687012948822256
2024-07-04,0.9686231734520404
2024-07-05,0.9685195409551604
2024-07-08,0.9684127219666617
2024-07-09,0.968483185438896
2024-07-10,0.9685263676688024
2024-07-11,0.9685418719211822
2024-07-12,0.9686342694918416
2024-07-15,0.9686945438501887
2024-07-16,0.9686874828384262
2024-07-17,0.9686908602414128
2024-07-18,0.9686333451216157
2024-07-19,0.9687037490811075
2024-07-22,0.9687823859525625
2024-07-23,0.9688058695376078
2024-07-24,0.96883540251425
2024-07-25,0.9689442202013325
2024-07-26,0.9690627755331415
2024-07-29,0.9691944042450553
2024-07-30,0.9693470038208245
2024-07-31,0.9692797629355963
2024-08-01,0.9694063314425878
2024-08-02,0.9694928533211038
2024-08-05,0.9698460666729626
2024-08-06,0.9696606900221393
2024-08-07,0.9696621313469139
2024-08-08,0.9694519918870308
2024-08-09,0.9693661194846064
2024-08-12,0.9690396773067524
2024-08-13,0.9692608352426979
2024-08-14,0.9694259587303108
2024-08-15,0.9693210861084955
2024-08-16,0.969352593943466
2024-08-19,0.9695001385054781
2024-08-20,0.9695362216518943
2024-08-21,0.9694318127423293
2024-08-22,0.9695904761904762
2024-08-23,0.9696465577884671
2024-08-26,0.969617097400373
2024-08-27,0.9694905213270141
2024-08-28,0.9695362216518943
2024-08-29,0.9694838148576453
2024-08-30,0.9694841065045778
2024-09-02,0.9696303905343452
2024-09-03,0.9696341451816911
2024-09-04,0.969708181542198
2024-09-05,0.9698452123490136
2024-09-06,0.969870821027204
2024-09-09,0.9699674561221995
2024-09-10,0.970030316967177
2024-09-11,0.9701097131730697
2024-09-12,0.970102156427615
2024-09-13,0.9702730632802972
2024-09-18,0.9705388448053146
2024-09-19,0.9704526946994374
2024-09-20,0.9707273694053796
2024-09-23,0.9708228628866451
2024-09-24,0.9705562317878352
2024-09-25,0.9706671321219248
2024-09-26,0.9704149139225025
2024-09-27,0.9697073193871258
2024-09-30,0.9695594558264136
2024-10-08,0.9694768136584806
2024-10-09,0.9697294325098121
2024-10-10,0.9700716106778644
2024-10-11,0.9699615229028101
2024-10-14,0.9699272905364678
2024-10-15,0.9699338035198072
2024-10-16,0.9698898570404738
2024-10-17,0.9700637539846241
2024-10-18,0.969999624173181
2024-10-21,0.9700007516253898
2024-10-22,0.9699227581009797
2024-10-23,0.9837388222412187
2024-10-24,0.9837486561204116
2024-10-25,0.9836929300712772
2024-10-28,0.9836268508041508
2024-10-29,0.983708308473989
2024-10-30,0.9837213103720157
2024-10-31,0.9837439748046013
2024-11-01,0.9838211824966792
2024-11-04,0.9838182443798746
2024-11-05,0.983842336323726
2024-11-06,0.9838732723064174
2024-11-07,0.9838353940898458
2024-11-08,0.9838994978697505
2024-11-11,0.9838991916310033
2024-11-12,0.9839887268531654
2024-11-13,0.9839928142580249
2024-11-14,0.9839213637874543
2024-11-15,0.9839079148725846
2024-11-18,0.9837682882399186
2024-11-19,0.9838296815602973
2024-11-20,0.9838312258853192
2024-11-21,0.9838944434402915
2024-11-22,0.9839379909680848
2024-11-25,0.9839810005014809
2024-11-26,0.9840189544828107
2024-11-27,0.9839723563381615
2024-11-28,0.9840275484692674
2024-11-29,0.9840801166016268
2024-12-02,0.9842120969095622
2024-12-03,0.9841848125624713
2024-12-04,0.9842856612460088
2024-12-05,0.9842983407992729
2024-12-06,0.9842263651694292
2024-12-09,0.9842656530265151
2024-12-10,0.9845681262989026
2024-12-11,0.9845075449079879
2024-12-12,0.984540789305477
2024-12-13,0.984659157839415
2024-12-16,0.9848162796746218
2024-12-17,0.9847145604420409
2024-12-18,0.9846399506446141
2024-12-19,0.9845703765812402
2024-12-20,0.9847907720502362
2024-12-23,0.9847769595281127
2024-12-24,0.9846738786040827
2024-12-25,0.9846527607806878
2024-12-26,0.9846439909297052
2024-12-27,0.9848161434977578
2024-12-30,0.9847504954062332
2024-12-31,0.9848683916521427
2025-01-02,0.9851001100110012
2025-01-03,0.9850928942502422
2025-01-06,0.9851377805869391
2025-01-07,0.9850826489972861
2025-01-08,0.9850611935162227
2025-01-09,0.9849798163509738
2025-01-10,0.984939464296834
2025-01-13,0.9849814152776176
2025-01-14,0.9849367843193082
2025-01-15,0.9850586885535257
2025-01-16,0.9850483962130847
2025-01-17,0.985009872411259
2025-01-20,0.9849699487753126
2025-01-21,0.985014118417675
2025-01-22,0.9850158426707734
2025-01-23,0.9850065535442276
2025-01-24,0.9850076157415606
2025-01-27,0.9851338654584091
2025-02-05,0.9852001433654157
2025-02-06,0.9852639091985237
2025-02-07,0.9852419432167857
2025-02-10,0.9851978142076503
2025-02-11,0.9852379540658841
2025-02-12,0.985242715061496
2025-02-13,0.9852712166688417
2025-02-14,0.9852129406421409
2025-02-17,0.9851368672414095
2025-02-18,0.9850502446002508
2025-02-19,0.9850969621746287
2025-02-20,0.9850184945932074
2025-02-21,0.9849575292319721
2025-02-24,0.9847858516508203
2025-02-25,0.984835727849235
2025-02-26,0.9848710960189446
2025-02-27,0.9848198194159262
2025-02-28,0.984907241493051
2025-03-03,0.9849591329068941
2025-03-04,0.9949364361129066
2025-03-05,0.9949385718516391
2025-03-06,0.9949023861171366
2025-03-07,0.9948479035352152
2025-03-10,0.9948336982110306
2025-03-11,0.994779083007026
2025-03-12,0.9947983915593759
2025-03-13,0.994801891226809
2025-03-14,0.9947731801121356
2025-03-17,0.9946925139980237
2025-03-18,0.9946922642574816
2025-03-19,0.9946983512248312
2025-03-20,0.9947623071851116
2025-03-21,0.994766389829722
2025-03-24,0.9947695446536216
2025-03-25,0.9947982476366153
2025-03-26,0.994818272022344
2025-03-27,0.9948292459316983
2025-03-28,0.9947899827256519
2025-03-31,0.9947856957952738
2025-04-01,0.9948044769932292
2025-04-02,0.9948428627598
2025-04-03,0.9949194681656036
2025-04-07,0.9950183719615603
2025-04-08,0.9949737548012227
2025-04-09,0.9949696753478415
2025-04-10,0.9949797498776092
2025-04-11,0.9949612714749001
2025-04-14,0.9949689125179523
2025-04-15,0.9949745161635243
2025-04-16,0.9949835899351603
2025-04-17,0.9949561795743159
2025-04-18,0.994957532409477
2025-04-21,0.9949426565400238
2025-04-22,0.9949661284708277
2025-04-23,0.9949481830477503
2025-04-24,0.9949471873572178
2025-04-25,0.9949620816249967
2025-04-28,0.9949797945632243
2025-04-29,0.995017227670289
2025-04-30,0.9950122923999363
2025-05-06,0.9950127775468879
2025-05-07,0.9949934310975392
2025-05-08,0.9950023924716892
2025-05-09,0.9950059768893611
2025-05-12,0.9949753668249486
2025-05-13,0.9949609113245478
2025-05-14,0.9949513485449322
2025-05-15,0.9949520263497065
2025-05-16,0.9949454213045116
2025-05-19,0.9949572619005044
2025-05-20,0.9949627565510959
2025-05-21,0.9949574873266636
2025-05-22,0.9949541941024908
2025-05-23,0.9949582536248727
2025-05-26,0.9949567658919998
2025-05-27,0.9949409780775718
2025-05-28,0.9949413410827682
2025-05-29,0.9949171788540221
2025-05-30,0.9949408873181321
2025-06-03,0.9949434726866835
2025-06-04,1.0
2025-06-05,1.0
2025-06-06,1.0
2025-06-09,1.0
2025-06-10,1.0
2025-06-11,1.0
2025-06-12,1.0
2025-06-13,1.0
2025-06-16,1.0
2025-06-17,1.0
2025-06-18,1.0
2025-06-19,1.0
2025-06-20,1.0
2025-06-23,1.0
2025-06-24,1.0
2025-06-25,1.0
2025-06-26,1.0
2025-06-27,1.0
2025-06-30,1.0
2025-07-01,1.0
2025-07-02,1.0
2025-07-03,1.0
2025-07-04,1.0
2025-07-07,1.0
2025-07-08,1.0
2025-07-09,1.0
2025-07-10,1.0
2025-07-11,1.0
2025-07-14,1.0
2025-07-15,1.0
2025-07-16,1.0
2025-07-17,1.0
2025-07-18,1.0
2025-07-21,1.0
2025-07-22,1.0
2025-07-23,1.0
2025-07-24,1.0
2025-07-25,1.0
2025-07-28,1.0
2025-07-29,1.0
2025-07-30,1.0
2025-07-31,1.0
2025-08-01,1.0
2025-08-04,1.0
2025-08-05,1.0
2025-08-06,1.0
2025-08-07,1.0
2025-08-08,1.0
2025-08-11,1.0
2025-08-12,1.0
2025-08-13,1.0
2025-08-14,1.0
2025-08-15,1.0
2025-08-18,1.0
2025-08-19,1.0
2025-08-20,1.0
2025-08-21,1.0
2025-08-22,1.0
2025-08-25,1.0
2025-08-26,1.0
2025-08-27,1.0
2025-08-28,1.0
2025-08-29,1.0
2025-09-01,1.0
2025-09-02,1.0
2025-09-03,1.0
2025-09-04,1.0
2025-09-05,1.0
2025-09-08,1.0
2025-09-09,1.0
2025-09-10,1.0
2025-09-11,1.0
2025-09-12,1.0
2025-09-15,1.0
2025-09-16,1.0
2025-09-17,1.0
2025-09-18,1.0
2025-09-19,1.0
2025-09-22,1.0
2025-09-23,1.0
2025-09-24,1.0
2025-09-25,1.0
2025-09-26,1.0
2025-09-29,1.0
2025-09-30,1.0
2025-10-09,1.0
2025-10-10,1.0
2025-10-13,1.0
2025-10-14,1.0
2025-10-15,1.0
2025-10-16,1.0
2025-10-17,1.0
2025-10-20,1.0
2025-10-21,1.0
2025-10-22,1.0
2025-10-23,1.0
2025-10-24,1.0
2025-10-27,1.0
2025-10-28,1.0
2025-10-29,1.0
2025-10-30,1.0
2025-10-31,1.0
2025-11-03,1.0
2025-11-04,1.0
2025-11-05,1.0
2025-11-06,1.0
2025-11-07,1.0
2025-11-10,1.0
2025-11-11,1.0
2025-11-12,1.0
2025-11-13,1.0
2025-11-14,1.0
2025-11-17,1.0
2025-11-18,1.0
2025-11-19,1.0
2025-11-20,1.0
2025-11-21,1.0
2025-11-24,1.0
2025-11-25,1.0
2025-11-26,1.0
2025-11-27,1.0
2025-11-28,1.0
2025-12-01,1.0
2025-12-02,1.0
2025-12-03,1.0
2025-12-04,1.0
2025-12-05,1.0
2025-12-08,1.0
2025-12-09,1.0
2025-12-10,1.0
2025-12-11,1.0
2025-12-12,1.0
2025-12-15,1.0
2025-12-16,1.0
2025-12-17,1.0
2025-12-18,1.0
2025-12-19,1.0
2025-12-22,1.0
2025-12-23,1.0
2025-12-24,1.0
2025-12-25,1.0
2025-12-26,1.0
2025-12-29,1.0
2025-12-30,1.0
2025-12-31,1.0
2026-01-05,1.0
2026-01-06,1.0
2026-01-07,1.0
2026-01-08,1.0
2026-01-09,1.0
2026-01-12,1.0
2026-01-13,1.0
2026-01-14,1.0
2026-01-15,1.0
2026-01-16,1.0
2026-01-19,1.0
2026-01-20,1.0
2026-01-21,1.0
2026-01-22,1.0
2026-01-23,1.0
2026-01-26,1.0
2026-01-27,1.0
2026-01-28,1.0
2026-01-29,1.0
2026-01-30,1.0
2026-02-02,1.0
2026-02-03,1.0
2026-02-04,1.0
2026-02-05,1.0
2026-02-06,1.0
2026-02-09,1.0
2026-02-10,1.0
2026-02-11,1.0
2026-02-12,1.0
2026-02-13,1.0
2026-02-24,1.0
2026-02-25,1.0
2026-02-26,1.0
2026-02-27,1.0
2026-03-02,1.0
2026-03-03,1.0
2026-03-04,1.0
2026-03-05,1.0
2026-03-06,1.0
2026-03-09,1.0
2026-03-10,1.0
2026-03-11,1.0
2026-03-12,1.0
2026-03-13,1.0
2026-03-16,1.0
